title,vote_average,vote_count,release_date,revenue,overview,poster_path,youtubeId
Bottle Shock,6.325,183,2008-09-05,4040588,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",/DMc4eRfU0RA2SX2oGR3YllEhH7.jpg,5V-QsiPiN_k
"My Son, My Son, What Have Ye Done",6.052,183,2009-12-11,0,"Brad has committed murder and barricaded himself inside his house. With the help of his friends and neighbours, the cops piece together the strange tale of how this nice young man arrived at such a dark place.",/sUS8WNlJblq2GMCFPKBHzhu0XDC.jpg,cPz6WEjW6Uk
Zeitgeist: Moving Forward,7.085,183,2011-01-15,0,"A presentation of a case for a needed transition out of the current socioeconomic monetary paradigm which governs the entire world society. This subject matter will transcend the issues of cultural relativism and traditional ideology and move to relate the core, empirical 'life ground' attributes of human and social survival, extrapolating those immutable natural laws into a new sustainable social paradigm called a 'Resource-Based Economy'.",/9yZKFyI1z1WMbkCdfL4Z7WIBLqv.jpg,QYLLFpNn4lM
Bounty Killer,5.75,182,2013-09-05,0,"It’s been 20 years since the corporations took over the world’s governments. Their thirst for power and profits led to the Corporate Wars, a fierce global battle that laid waste to society as we know it. Born from the ash, the Council of Nine rose as a new law and order for this dark age. To avenge the corporations’ reckless destruction, the Council issues death warrants for all white collar criminals. Their hunters—the bounty killer. From amateur savage to graceful assassin, the bounty killers now compete for body count, fame and a fat stack of cash. They’re ending the plague of corporate greed and providing the survivors of the apocalypse with retribution. These are the new heroes. This is the age of the BOUNTY KILLER.",/bG7wdte8enWVc1uuLX6Ys7ckxwd.jpg,ciGAjiPlvYk
December Boys,6.014,181,2007-09-14,46474,"For many years, four teenage orphans at an Australian outback convent have watched their younger comrades find new parents, and realize that they may never be adopted. The Reverend Mother sends the four boys away on a seaside vacation, where they meet Teresa and Fearless, a couple who would make perfect parents. The youths compete with one another to be the one Teresa and Fearless decide to adopt.",/mLMlaEFS7KSF9YD5nNuLAQ3qFgy.jpg,OZ4-soyzzNw
Monsoon Wedding,6.813,179,2001-08-30,0,"As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.",/nchsMqHcTE7kIylMKQjmEZb4E6H.jpg,AIY22dv3Xok
"Love, Wedding, Marriage",5.2,178,2011-06-03,51917,A happy newlywed marriage counselor's views on wedded bliss get thrown for a loop when she finds out her parents are getting divorced.,/1NrzuMavrCTh0j2CNs44BEWGg4C.jpg,ShB2W5f1C0Y
Laurel Canyon,5.972,176,2003-03-07,4561105,"Laurel Canyon focuses on Sam and Alex, a pair of upper-middle class lovebirds from the East Coast who relocate to Los Angeles. Enter Jane, Sam's estranged mother, a successful record producer, who's more than willing to put the couple up in her lavish digs. As Sam and Alex settle in at Jane's, they gradually lose their straight-and-narrow approach to life and begin to experiment.",/z7knajZv3nxqN0o2Jq8kIOkpgu6.jpg,xOBzSFozkwY
Sweetwater,6.068,176,2013-10-09,0,"In the late 1800s, a fanatical religious leader, a renegade Sheriff, and a former prostitute collide in a blood triangle on the rugged plains of the New Mexico Territory.",/q69vCHmShdsiXixCIdwJuyJXEXY.jpg,J2VaYd08p-c
Duma,7.3,175,2005-04-22,0,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,/opoDxQW9S6SaiP8rY7urw16QVTL.jpg,bwebjc4mfYk
Damsels in Distress,5.5,173,2012-04-06,0,"A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers.",/jlfQBSZCzNRXlslQtaWW93NtCwq.jpg,5yJfVnmd6BI
Above the Rim,6.893,173,1994-03-23,0,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",/q7CCx8aj8uME1fBa4KzTMdeWxXu.jpg,sEsCXWD7-Cc
Phantasm IV: Oblivion,5.309,173,1998-07-31,0,"Taking off immediately where the last one ended, in this episode Mike travels across dimensions and time fleeing from the Tall Man, at the same time he tries to find the origins of his enemy, and what really happened the night that his brother died. Meanwhile, Reggie battles the spheres and the undead in a quest to find Mike before the Tall Man can complete his transformation.",/emYCK6gn5OHIwYJcsQInTYyUaF4.jpg,bXZtb7R2rRQ
Dirty Girl,6.1,172,2010-09-12,143485,"When Danielle is banished to special education because of her misbehavior, she joins Clarke on a road trip to discover themselves.",/bQ6tNsVfa9DSGzmuvDdlOBZUexY.jpg,g0kIIlLc6_s
Welcome to Dongmakgol,7.441,169,2005-08-04,33579813,"Based on the long running play by Jang Jin, the story is set in Korea during the Korean War in 1950. Soldiers from both the North and South, as well as an American pilot, find themselves in a secluded and naively idealistic village, its residents unaware of the outside world, including the war.",/5iGVw8AdnUJ3xNaZ5iipfsv2e5.jpg,m-aaI1mykkQ
What Doesn't Kill You,6.0,169,2008-12-12,44872,"Two childhood friends from South Boston turn to crime as a way to get by, ultimately causing a strain in their personal lives and their friendship.",/eospjku2O2O5c7rcfnD7Uw5CmGf.jpg,Fgg_ri-PuiU
Drishyam,7.639,169,2013-12-19,12000000,"Georgekutty lives a happy life with his wife and daughters. Things take a turn when his daughter gets indecently filmed using a hidden camera, by the son of a police inspector.",/7d8GLneJkF81q1POdK7VUrjWafX.jpg,eMASubc1y_k
Dhoom,6.25,168,2004-08-27,12000000,"A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai. They rob establishments and then zip away on their superbikes. ACP Jai Dixit is the case in-charge and he recruits a bumbling bike mechanic and racer named Ali to chase the gang on a bike and help Jai nab them. Kabir accepts the challenge, and pulls off another robbery amidst a function. This causes Jai and Ali to call it off. Jai resigns from the police force and Ali goes back to his daily job. Meanwhile Kabir has lost one of his team members and recruits Ali for their final job in Goa. The action shifts from the congested Mumbai traffic to the sunny Goa for the final showdown between cops and robbers.",/A7fxXAsuYEohxYNl8YeH3FYkuDv.jpg,9x4Apamw4O4
Twist,5.97,168,2021-01-22,510466,"A Dickens classic brought thrillingly up to date in the teeming heartland of modern London, where a group of street smart young hustlers plan the heist of the century for the ultimate payday.",/7sXthW46RwmPBdacGHnhOzLv40d.jpg,dw1e9OeKbME
Thesis on a Homicide,6.295,168,2013-01-17,0,"Roberto is a Law professor whose life is thrown into chaos when he becomes convinced that one of his best students has committed a brutal murder. Determined to uncover the truth, he begins a personal investigation…",/qJr8TqZ1EhX5705U8SUPSfOqftJ.jpg,QyPjEIYKmfc
Beyond the Valley of the Dolls,6.287,167,1970-07-17,40000000,"An all-female rock group finds fame, love, and drama when they move to LA in order to claim the lead singer’s inheritance.",/kmGOF3T35Q6zM1PMmp4Gf0VNX65.jpg,_ofeH9rbhXU
Joy Ride,6.623,167,2023-06-22,11000000,"When Audrey's business trip to Asia goes sideways, she enlists the aid of Lolo, her irreverent, childhood best friend who also happens to be a hot mess; Kat, her college friend turned Chinese soap star; and Deadeye, Lolo's eccentric cousin. Their no-holds-barred, epic experience becomes a journey of bonding, friendship, belonging, and wild debauchery that reveals the universal truth of what it means to know and love who you are.",/lTZ3r9NBdbrR6NA90v3hFYqd6TC.jpg,_GqrNeTfb5w
Howl,6.485,166,2010-08-26,1183258,"It's San Francisco in 1957, and an American masterpiece is put on trial. Howl, the film, recounts this dark moment using three interwoven threads: the tumultuous life events that led a young Allen Ginsberg to find his true voice as an artist, society's reaction (the obscenity trial), and mind-expanding animation that echoes the startling originality of the poem itself. All three coalesce in a genre-bending hybrid that brilliantly captures a pivotal moment-the birth of a counterculture.",/4gy0rUIaaao1nx6pr1Dj1WpslcO.jpg,Ba9yazkl0UE
Kidulthood,6.217,166,2006-03-03,165000,A day in the life of a group of troubled 15-year-olds growing up in west London.,/fECaenTSnSr6lS0pipY2HB4J9fJ.jpg,OkhvmiN4lUY
Pokémon the Movie: White - Victini and Zekrom,6.597,165,2011-07-16,0,"The Kingdom of the People of the Earth once ruled over the land, but now all that remains is the Sword of the Earth. in the city of Eindoak. Satoshi, Iris, and Dent arrive in Eindoak during a harvest festival's Pokémon Tournament and meet the legendary Pokémon Victini who wishes to share its powers of victory to someone. Elsewhere in the city, a descendant of the People of the Earth named Dred Grangil has arrived who seeks to revive the kingdom's power with the Sword of the Earth, bringing them back into power over the land, and Satoshi and his friends must stop him before he destroys the land along with Victini.",/3g0GDIiFCTQuOmON0e5sFsaygKK.jpg,W2cQ2SWUaaE
Who Killed the Electric Car?,7.229,165,2006-08-04,1678874,"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.",/uMamC9o5zNU9wn8fyuAo2gUCMiD.jpg,nsJAlrYjGz8
Atrocious,5.585,164,2010-10-15,0,"Quintanilla family was found dead in their country side house. Police reported the existence of 37 hours of recorded evidence. The family traveled to their old farm house, where they investigated about the Legend of the Girl in the Garraf woods. They used to record whatever they did. Atrocious shows the last five days of this family, and the strange situations that they lived in those moments and which remain unexplained.",/lVzWJ0xV6AJxsHwL2KcdIbaNNeV.jpg,RiJuXTGpFxI
Logorama,7.064,164,2009-05-16,0,"Two cops portrayed by Michelin Men chase an armed Ronald McDonald through the streets of a fictionalized, stylized city.",/iz4V4Tyl5SJaIQGvR8H0NUI04nZ.jpg,cgrHFEVJY4w
Borrowed Time,7.313,163,2015-10-31,0,"A weathered Sheriff returns to the remains of an accident he has spent a lifetime trying to forget. With each step forward, the memories come flooding back. Faced with his mistake once again, he must find the strength to carry on.",/ArdNjI9vglaaOFdxA6DFpaQPwZv.jpg,sJZD3uGTjtg
Little Fish,7.071,163,2021-02-05,39053,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,/8AYQ7vyUI2HVLEKH7niFvJ1AdZp.jpg,wxenulh_JIU
Winter in Wartime,6.7,163,2008-11-17,530048,"During World War II in the freezing winter of 1944-45 the western Netherlands are in the grip of a famine. Many people move east to provide for their families. Fourteen year old Michiel can't wait to join the Dutch resistance, to the dismay of his father, who, as mayor, works to prevent escalations in the village.",/h5SQMEzDPosnkJRSMhAShebJIUB.jpg,YrtnYwQXr6Y
Evening,5.819,163,2007-06-09,20016753,"As Constance (Natasha Richardson) and Nina (Toni Collette) gather at the deathbed of their mother, Ann (Vanessa Redgrave), they learn for the first time that their mother lived an entire other lifetime during one evening 50 years ago. In vivid flashbacks, the young Ann (Claire Daines) spends one night with a man named Harris (Patrick Wilson), who was the love of her life.",/6l5Waw4UN8PwSZsqpF9E9hM5BHl.jpg,l_mrZiFbglI
Babysitter Wanted,5.454,162,2007-07-19,0,"When she takes a job babysitting a young boy for a night at his family's remote farmhouse, sweet college co-ed Angie Albright becomes the target of a scar-covered creep making mysterious phone calls and prowling outside the windows. Angie gets the drop on the would-be killer, but quickly discovers that her nightmare has just begun.",/7DQlbb4ax5L5NZvMjr54KOsXGyF.jpg,CEl4OEXTMzM
Afro Samurai: Resurrection,6.9,162,2009-10-16,0,Afro Samurai avenged his father and found a life of peace. But the legendary master is forced back into the game by a beautiful and deadly woman from his past. The sparks of violence dropped along Afro’s bloody path now burn out of control – and nowhere are the flames of hatred more intense than in the eyes of Sio.,/6snrLj3Ydmbu5L9giAYtiSNwE0U.jpg,St9RnYZCrNY
Shotgun Stories,6.966,162,2007-10-01,0,"Shotgun Stories tracks a feud that erupts between two sets of half brothers following the death of their father. Set against the cotton fields and back roads of Southeast Arkansas, these brothers discover the lengths to which each will go to protect their family.",/xHVBfJ5toapeosFwHGTmvBVTbY2.jpg,EHgLR6TYyOQ
Edmond,5.849,162,2005-08-31,0,"Seemingly mild-mannered businessman Edmond Burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life. Encounters with strangers and unsavory people weaken the barriers encompassing his long-suppressed rage, until Edmond explodes in violence.",/2VFdGJDrl5n9WoC7d4I07hN3v5c.jpg,JZVkLqcqmGk
Infamous,5.8,161,2020-06-12,0,"Two young lovers rob their way across the southland, posting their exploits to social media, and gaining fame and followers as a result.",/q2lkJf1TAjImTHCEO7XvbqPtnPb.jpg,jZw8ORyIbLI
Azumi 2: Death or Love,6.488,161,2005-03-12,0,"Young assassins Azumi and Nagara continue their mission to prevent a civil war. In their hunt for Masayuki Sanada, who is protected by both an army and a dangerous clan, they meet Ginkaku, a person who shows a remarking resemblance with former friend Nachi.",/tHE34tmmoxGzTGURFnyhhad8OOd.jpg,UCMZksfSAEM
Metropia,6.063,160,2009-10-21,0,"In the near future, oil reserves are nearly depleted and Europe is connected by series of underground tunnels. While navigating these tunnels, Roger hears voices, one in particular. Seeking a way to rid himself of the voice only leads Roger deeper into a bizarre conspiracy of control - mind and body.",/oo9IJvDKUrhYS7zDimuoSJUPG79.jpg,vLPD_9uFmVI
The Kingdom of Dreams and Madness,7.481,160,2013-11-16,0,"Follows the behind-the-scenes work of Studio Ghibli, focusing on the notable figures Hayao Miyazaki, Isao Takahata, and Toshio Suzuki.",/OQJF35HiUPB10TiiDQDUSpcoIW.jpg,z5IM2IwA7FU
Best Worst Movie,7.104,158,2009-03-14,0,"A look at the making of the film Troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic.",/4LQ6kdvVJW9y0B9O4qDTsazNzER.jpg,kcRyNY13Nnc
Bucky Larson: Born to Be a Star,4.296,158,2011-09-09,2500000,A kid from the Midwest moves out to Hollywood in order to follow in his parents footsteps -- and become a porn star.,/avCsg52549PHT5nVXIW7c3BEZ7b.jpg,cRT93a8xE5s
I Sell the Dead,6.025,157,2008-08-07,0,"18th century justice catches up with a pair of grave robbers. With only a few hours to go before his date with the guillotine, Arthur Blake tells his life story to Father Francis Duffy. Before long, Arthur spills the beans on how he got started in the grim corpse peddling business with seasoned ghoul Willie Grimes.",/1KjIGzUho6NCE7dDJP1QyRnMRRK.jpg,sIQ-xcI1zKQ
Sleepwalk with Me,6.535,157,2012-08-24,0,"A burgeoning stand-up comedian struggles with the stress of a stalled career, a stale relationship, and the wild spurts of severe sleepwalking he is desperate to ignore.",/vs2wxfMrV48VWKTGbsYstIWrwI1.jpg,u9tRN7bok4o
Bereavement,5.231,156,2010-07-16,0,"In 1989, six year old Martin Bristoll was kidnapped from his backyard swing in Minersville Pennsylvania. Graham Sutter, a psychotic recluse, kept Martin imprisoned on his derelict pig farm, forcing him to witness and participate in unspeakable horrors. Chosen at random, his victim's screams were drowned out by the rural countryside. For five years, Martin's whereabouts have remained a mystery, until 17 year old Allison Miller comes to live with her Uncle, Jonathan. While exploring her new surroundings, Allison discovers things aren't quite right at the farmhouse down the road. Her curiosity disturbs a hornet's nest of evil and despair that once torn open, can never be closed.",/5Zd0NzvT3x8EhuE5lYMJz5ShcH1.jpg,DQIYaD1BxQI
Jug Face,5.161,155,2013-08-09,0,"When a supernatural pit worshipped by a remote community in the woods demands a new blood sacrifice, a young woman struggles to find a way to survive as the pit lashes out in anger.",/tBNRzn69tdvQPiKNNu5RA3WcMx9.jpg,WGSvhDcimJg
Tetro,6.739,155,2009-06-11,2852915,"Bennie travels to Buenos Aires to find his long-missing older brother, a once-promising writer who is now a remnant of his former self. Bennie's discovery of his brother's near-finished play might hold the answer to understanding their shared past and renewing their bond.",/t2FKTAf9aQoRgU0Z5KTJJwBfDCF.jpg,cFtypDmPE7I
No Mercy,7.5,154,2010-01-07,0,"Forensic pathologist Kang is assigned to examine the dismembered corpse of a female murder victim. Detective Min points to a fanatic environmentalist, Lee Sung-ho, as the primary suspect. But when Kang’s daughter is kidnapped, a manipulative game begins between Kang and Lee, who holds secrets about the homicide case.",/xDZV58yiQMh1fiuW3QBVBpI02cU.jpg,ehtJo9B98TQ
Let's Scare Jessica to Death,6.248,153,1971-08-27,0,"Newly released from a mental ward, Jessica hopes to return to life the way it was before her nervous breakdown. But when Jessica moves to a country house with her husband and a close friend, she finds a mysterious girl living in there. Jessica's terror and paranoia resurface as evil forces surround her.",/vR8H0KSUYptRjheMjysyidpbPSP.jpg,e310gD8HyOY
Mega Shark vs. Crocosaurus,3.889,153,2010-12-21,0,"When the prehistoric warm-water beast the Crocosaurus crosses paths with that cold-water monster the Mega Shark, all hell breaks loose in the oceans as the world's top scientists explore every option to halt the aquatic frenzy. Swallowing everything in their paths -- including a submarine or two -- Croc and Mega lead an explorer and an oceanographer on a wild chase. Eventually, the desperate men turn to a volcano for aid.",/Y2nVRQWMjmtdqZ6zzo3CuvVDFa.jpg,AqZlCWkH4P0
Elles,5.422,153,2011-09-09,911466,A journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition.,/kmiInEBf347n4SeyshNJjDBRuFJ.jpg,YIWiNzszcAo
Incendiary,5.317,153,2008-01-20,0,A woman's life is torn apart when her husband and infant son are killed in a suicide bombing at a soccer match.,/jJWBiaN0nCRdbKpFKEkUIZe3Q6b.jpg,GRjkXY4TFKA
Cropsey,6.007,152,2009-04-25,35456,"Realizing the urban legend of their youth has actually come true, two filmmakers delve into the mystery surrounding five missing children and the real-life boogeyman linked to their disappearances.",/mcmJj11lX8v518rvzYb22LlCjAz.jpg,lDM-Ef2cZqY
Cocaine Cowboys,7.286,152,2006-11-03,163000,"In the 1980s, ruthless Colombian cocaine barons invaded Miami with a brand of violence unseen in this country since Prohibition-era Chicago - and it put the city on the map. ""Cocaine Cowboys"" is the true story of how Miami became the drug, murder and cash capital of the United States, told by the people who made it all happen.",/gxGis0HgcLJv2MS3l01a0wuhCAI.jpg,4Kbitg2mKOM
Tupac: Resurrection,7.838,151,2003-11-14,7808524,"Home movies, photographs, and recited poetry illustrate the life of Tupac Shakur, one of the most beloved, revolutionary, and volatile hip-hop MCs of all time.",/dGJxjq8npqFZtuAtGsyjntip7uh.jpg,DbIAVT_XZBU
Resurrection,6.11,150,2022-07-29,0,"A woman's carefully constructed life is upended when an unwelcome shadow from her past returns, forcing her to confront the monster she's evaded for two decades.",/kfRr8Jm1gaEnLTXCIfHkSw8QW6t.jpg,RlyAnuafYV8
Pokémon the Movie: Black - Victini and Reshiram,6.59,150,2011-07-16,0,"The Kingdom of the People of the Earth once ruled over the land, but now all that remains is the Sword of the Earth. in the city of Eindoak. Satoshi, Iris, and Dent arrive in Eindoak during a harvest festival's Pokémon Tournament and meet the legendary Pokémon Victini who wishes to share its powers of victory to someone. Elsewhere in the city, a descendant of the People of the Earth named Dred Grangil has arrived who seeks to revive the kingdom's power with the Sword of the Earth, bringing them back into power over the land, and Satoshi and his friends must stop him before he destroys the land along with Victini.",/qPfo5ooRJWUczk3KXv8CnUmNkTl.jpg,xvHSNkdfm3Y
Monday,6.683,150,2020-09-11,0,"A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?",/o4Gc5quiCBtiW6mgkPvDWKAiFVs.jpg,E5zA-j5WZUQ
Red Hill,5.98,149,2010-11-05,324424,"Young police officer Shane Cooper's first day on duty, after relocating to the small town of Red Hill, rapidly turns into a nightmare. News of a prison break, involving convicted murderer Jimmy Conway, sends the local law enforcement officers - led by the town's ruling presence, Old Bill - into a panic and leads to a terrifying and bloody confrontation.",/fLELMBUdDoqJvPDE7CcYn0Ny6y8.jpg,M9MouXxXREA
Chasing Ice,7.426,148,2012-10-01,1328467,"When National Geographic photographer James Balog asked, “How can one take a picture of climate change?” his attention was immediately drawn to ice. Soon he was asked to do a cover story on glaciers that became the most popular and well-read piece in the magazine during the last five years. But for Balog, that story marked the beginning of a much larger and longer-term project that would reach epic proportions.",/q4T6Wqh7ZXzf30odR2Yo2dLWdZ.jpg,eIZTMVNBjc4
Young Adam,5.855,148,2003-09-26,2500000,A young drifter working on a river barge disrupts his employers' lives while hiding the fact that he knows more about a dead woman found in the river than he admits.,/rU5GJ5r4tQbSx9C2ENKbPkD6nr9.jpg,V4LexLpsGxQ
Shine a Light,6.845,148,2008-04-04,0,"Martin Scorsese and the Rolling Stones unite in ""Shine A Light,"" a look at The Rolling Stones."" Scorsese filmed the Stones over a two-day period at the intimate Beacon Theater in New York City in fall 2006. Cinematographers capture the raw energy of the legendary band.",/rMVrNWWaO3xAWZHFUbeamWPzVAC.jpg,V2dGuxTsuxY
Gentlemen Broncos,5.7,147,2009-09-30,0,A teenager attends a fantasy writers' convention where he discovers his idea has been stolen by an established novelist.,/ifiqtvAtRN3Onuq0OACAQ4PwHEj.jpg,qdpFpfIBkXc
Raze,5.13,146,2013-04-21,0,"After Sabrina is abducted, she finds herself in an underground lair, forced to do battle with other innocent women for the amusement of unseen spectators. Each of these reluctant warriors has something to lose, but only one will remain when the game is done.",/q0VnSnewZjsoMfDQu9j3vZ4vQzr.jpg,6vAs4ZkGGSE
Giallo,4.11,146,2010-03-13,50113,"In Italy, a woman fears her sister has been kidnapped; Inspector Enzo Avolfi fears it's worse. They team up to rescue her from a sadistic killer known only as Yellow.",/4T1DfeTROHXDaygI3PdyZqDbMtj.jpg,HMRCfdFr1FE
Taking Chance,7.09,145,2009-09-21,0,"Lt. Col. Michael Strobl, a volunteer military escort accompanies the body of Lance Cpl. Chance Phelps to his hometown in Wyoming.",/q0RjelNIn0zEi9nhSqQgDTbmXux.jpg,MtmiLdzzgGE
Tabu,7.024,145,2012-04-05,0,"Lisbon, Portugal, 2010. Pilar, a pious woman devoted to social causes, maintains a peculiar relationship with her neighbor Aurora, a temperamental old woman obsessed with gambling who lives tormented by a mysterious past.",/mtr1ztUkJs6jsYdzK3gBLsuffr4.jpg,nQw5H_u-N6g
Poultrygeist: Night of the Chicken Dead,5.944,144,2006-12-26,0,"When the American Chicken Bunker, a military themed fast food restaurant, builds its latest chain restaurant on the site of an ancient Native American burial ground, the displaced spirits take revenge on unsuspecting diners and transform them into chicken zombies! Now, it’s up to a dimwitted counter boy, his collegiate lesbian ex-girlfriend and a burqa-wearing fry cook to put an end to the foul feathered menace once and for all.",/vSeehH4s274kdZXEMKnPE2tlqco.jpg,7KQCX0zNdyc
Heartless,5.851,144,2009-11-21,0,"The story follows Jamie, a troubled young man with a birthmark on his face, which has left him feeling isolated and fearful, hiding from the world outside. He lives in the East End of London, an area notorious for its violent hooded gangs. According to news reports, the gangs are now wearing demon masks. But, one night, Jamie discovers the terrifying truth.",/3kRaWKYqtx9nyqcIkdTf58igzVb.jpg,oCmvhghjmsk
While She Was Out,5.308,143,2008-10-27,498088,A suburban housewife is forced to fend for herself when she becomes stranded in a desolate forest with four murderous thugs.,/ehhJzxVV566RxPKmotY4E6xU477.jpg,xboYrgpn-S4
Outsourced,6.38,142,2007-09-28,0,"After his entire department is outsourced, an American novelty products salesman heads to India to train his replacement.",/i6q5j4jnfHKq9GhR4LJZKGGwrID.jpg,LImhTTFu4b8
In the Land of Blood and Honey,5.813,142,2011-12-22,303877,"During the Bosnian War, Danijel, a soldier fighting for the Serbs, re-encounters Ajla, a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed.",/h1r4qey0K8PG9OgQdDqQcXtMq6c.jpg,wDBU8CqU0dg
Ready to Rumble,5.257,142,2000-04-07,12372410,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,/rGbMrCUh6eRiWKsHNf5kqgPoliZ.jpg,AfTvmbizNyQ
Little Men,6.567,141,2016-08-05,0,"Jake is a quiet, sensitive middle schooler with dreams of being an artist. He meets the affably brash Tony at his grandfather's funeral, and the unlikely pair soon hit it off. The budding friendship is put at risk, however, when a rent dispute between Jake's father, Brian, and Tony's mother, Leonor, threatens to become contentious.",/mMmXSUZ66XoxmT4zdkUkVDdU8Mu.jpg,8C56EYhzyTs
Hello Ladies: The Movie,6.479,141,2014-11-22,0,"When Stuart learns that his British ex-girlfriend is planning to visit Los Angeles with her husband, he sets out to impress them with his glamorous lifestyle, enlisting a Russian model he’s just met to play the role of his beautiful girlfriend. What could go wrong?",/7O41oM6Va5wffkIjunwqAoseNs9.jpg,LyMeLxe7NPE
Blue in the Face,6.603,141,1995-09-15,1275000,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",/yBFNJA95MNiasdNUPCU6otdtJE8.jpg,72ue1Jqy01E
Interview,6.376,141,2007-07-13,0,"After falling out with his editor, a fading political journalist is forced to interview America's most popular soap actress.",/jObPGoyEcBFB8x5j3Htabavgcxx.jpg,vCHUibmnZi4
Gigantic,5.664,140,2008-09-09,165888,"Young mattress salesman Brian decides to adopt a baby from China but is distracted when he forms a relationship with quirky, wealthy Harriet whom he meets at his mattress store. As their relationship flourishes, unbeknownst to them, a hitman is trying to kill Brian.",/oCWQdoytzRxPivnvdVbFgkdksc0.jpg,ePVG8iqYnt4
The Student,6.536,140,2016-04-12,0,A high school student becomes convinced that the world is lost to evil and begins to challenge the morals and beliefs of the adults surrounding him.,/8bRX3YSXNWzCTMRtlFkWcJJeg1r.jpg,hM4Ctg51IeY
For Greater Glory: The True Story of Cristiada,6.691,139,2012-06-01,9622846,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",/7jgh0ej04j98q2NFpSZLlpDazUo.jpg,3KiagxENUv4
Last Passenger,5.6,138,2013-10-18,0,"Independent British thriller starring Dougray Scott and Kara Tointon. Lewis (Scott), an overworked doctor, is on his way home from London with his young son Max (Joshua Kaynama). Clearly exhausted from his work, Lewis decides to take a nap on the train while an attractive young woman (Tointon) watches over his son. When he wakes, all but a few passengers have alighted and he realises that the train is not stopping to let anyone else off. Determined to get to the bottom of the mystery, Lewis goes to investigate and finds that the train has been taken over by an unstable driver who is hellbent on destroying the vehicle along with all the remaining passengers on board.",/ntIHy3C3Xgd5bl0c85pFX6joTFq.jpg,grI0gJyxhw8
Essential Killing,5.762,138,2010-09-06,0,A Taliban soldier struggles to survive after he escapes his captors and flees into the Polish countryside.,/gwLUPEqjHz55khkXeQB3hOYx1ao.jpg,_0CR2N4xbfQ
Tiny Furniture,5.7,138,2010-11-12,416498,"After graduating from film school, Aura returns to New York to live with her photographer mother, Siri, and her sister, Nadine, who has just finished high school. Aura is directionless and wonders where to go next in her career and her life. She takes a job in a restaurant and tries unsuccessfully to develop relationships with men, including Keith, a chef where she works, and cult Internet star Jed.",/5T81WvUlc1Our3UwmluXBBc3L0k.jpg,PF_jWPJwKIE
Married Life,5.7,137,2007-09-12,2888315,"A very gentle middle-aged man is married, but when he falls in love with another woman, he decides that to divorce his wife would humiliate her too much – so instead he decides to kill her.",/AdJKmRh3AKX5CVCdwdw1dNTqEJ8.jpg,qZuwODsFRC8
Brideshead Revisited,6.343,137,2008-07-25,13204291,"Based on Evelyn Waugh's 1945 classic British novel, Brideshead Revisited is a poignant story of forbidden love and the loss of innocence set in England prior to the Second World War.",/bfL9uCXHpQ8dryueFCh2BA8R75u.jpg,cwUA82BGUdk
One from the Heart,5.7,136,1982-02-11,636796,"Hank and Frannie don't seem to be able to live together anymore. After a five-year relationship, lustful and dreamy Frannie leaves down-to-earth Hank on the anniversary of their relationship. Each one of them meets their dream mate, but as bright as they may seem, they are but a stage of lights and colors. Will true love prevail over a seemingly glamorous passion?",/3IIaxbBfRdEqgQAj7bxM6waoSuw.jpg,g6aYLIn9zXs
Mr. Nice,6.051,136,2010-10-07,850994,"Biopic about 1970s Welsh marijuana trafficker Howard Marks, whose inventive smuggling schemes made him a huge success in the drug trade, as well as leading to dealings with both the IRA and British Intelligence. Based on Marks' biography with the same title.",/uag1ajVUMuHTXqkX0H52z0FveON.jpg,vk_jsXRb17U
