movie_title,cinema_name,date_time
My Girlfriend's Boyfriend,Riviera Cinema,2024-09-04 07:54:19
How High,Grand View Cinema,2024-09-01 19:22:47
Live and Let Die,Galaxy Cinema,2024-09-24 15:44:36
Trailer Park Boys: Countdown to Liquor Day,Riviera Cinema,2024-09-04 15:37:01
Life After Beth,CineLux,2024-09-12 19:26:14
Bring It On,CineStar Plaza,2024-09-17 16:07:19
Masculin Féminin,CineStar Plaza,2024-09-20 05:26:50
Entrapment,Riviera Cinema,2024-09-03 06:37:40
Lost & Found,Grand View Cinema,2024-09-22 14:37:14
Superman III,CineLux,2024-09-11 16:06:45
Remember the Titans,Regal Cinema,2024-09-14 19:13:59
Happy Feet,Regal Cinema,2024-09-10 14:39:09
While She Was Out,Starlight Theatre,2024-09-05 03:14:01
Four Weddings and a Funeral,Grand View Cinema,2024-09-22 15:46:44
Partly Cloudy,CineStar Plaza,2024-09-09 06:20:45
Dirty Girl,CineLux,2024-09-05 07:43:25
Midway,Regal Cinema,2024-08-30 16:17:23
Planet Terror,Regal Cinema,2024-08-31 18:36:35
Countdown to Zero,Silver Screen Cinema,2024-09-17 12:23:34
Millions,CineStar Plaza,2024-09-25 11:57:20
Whale Rider,Silver Screen Cinema,2024-09-17 09:30:48
Beverly Hills Cop,Starlight Theatre,2024-09-01 18:04:53
Freedomland,Galaxy Cinema,2024-09-02 02:32:26
Conviction,CineStar Plaza,2024-09-08 11:42:19
Indie Game: The Movie,CineStar Plaza,2024-09-12 14:07:39
Meet the Fockers,Grand View Cinema,2024-09-19 22:28:19
District 9,Riviera Cinema,2024-09-23 23:19:04
Star Trek V: The Final Frontier,Regal Cinema,2024-09-13 06:10:40
300: Rise of an Empire,Regal Cinema,2024-09-11 10:55:36
Take This Waltz,Grand View Cinema,2024-08-31 16:17:47
Fire,Regal Cinema,2024-09-23 19:02:48
Moonrise Kingdom,Grand View Cinema,2024-09-20 14:04:17
Sideways,Starlight Theatre,2024-09-14 21:34:11
As Above, So Below,Riviera Cinema,2024-09-13 15:31:30
Eragon,CineStar Plaza,2024-09-17 10:34:04
Remember Sunday,Grand View Cinema,2024-09-22 06:47:00
Silent Hill,CineStar Plaza,2024-09-12 18:05:40
Tiny Furniture,Regal Cinema,2024-09-15 19:15:59
Interview,CineLux,2024-09-16 15:57:58
Elles,Riviera Cinema,2024-09-23 10:01:32
Accepted,Starlight Theatre,2024-09-14 16:51:57
Inside Job,Galaxy Cinema,2024-09-26 11:01:41
Upstream Color,Starlight Theatre,2024-09-19 23:01:20
Easy A,CineLux,2024-09-21 06:45:45
How High,Galaxy Cinema,2024-09-09 16:45:54
Atlantis: Milo's Return,Riviera Cinema,2024-09-19 10:11:40
Home on the Range,Starlight Theatre,2024-09-18 13:35:37
Love Actually,Galaxy Cinema,2024-09-01 16:21:44
Deep Blue Sea,CineLux,2024-09-08 07:23:33
Vantage Point,Riviera Cinema,2024-09-13 01:45:41
Crazy, Stupid, Love.,Galaxy Cinema,2024-09-06 04:06:13
Brothers,Galaxy Cinema,2024-09-25 15:19:54
Urbanized,Grand View Cinema,2024-09-16 13:07:32
For Neda,Regal Cinema,2024-09-22 17:07:57
Country Strong,Riviera Cinema,2024-09-20 12:27:43
Death Proof,Silver Screen Cinema,2024-09-05 20:09:22
Everybody's Fine,Starlight Theatre,2024-08-30 14:43:09
Dick Figures: The Movie,CineStar Plaza,2024-09-12 23:55:58
Charlie Wilson's War,Silver Screen Cinema,2024-09-26 18:01:18
Justice League: Crisis on Two Earths,Starlight Theatre,2024-09-09 01:47:46
Angels Sing,Starlight Theatre,2024-09-12 23:53:36
Grand Isle,Riviera Cinema,2024-09-18 00:47:46
Pirates of the Caribbean: The Curse of the Black Pearl,CineStar Plaza,2024-09-14 05:49:26
Dark Star,Riviera Cinema,2024-09-12 11:14:08
Food Matters,Galaxy Cinema,2024-09-25 06:06:48
Identity Thief,Silver Screen Cinema,2024-09-24 11:01:30
She's Out of My League,Regal Cinema,2024-09-09 04:22:07
Ruby Sparks,Starlight Theatre,2024-09-23 00:34:50
Tideland,Riviera Cinema,2024-08-31 16:48:14
Justin Bieber: Never Say Never,Galaxy Cinema,2024-09-08 03:12:20
Resident Evil,CineStar Plaza,2024-08-29 08:31:45
Lost & Found,Regal Cinema,2024-09-08 12:35:53
XXY,Silver Screen Cinema,2024-09-17 20:25:23
Sherlock Holmes: A Game of Shadows,Galaxy Cinema,2024-09-07 00:15:26
Fantastic Mr. Fox,CineLux,2024-09-13 08:45:13
Lawless,Regal Cinema,2024-09-23 07:28:07
Grabbers,Galaxy Cinema,2024-09-15 22:12:46
Kit Kittredge: An American Girl,CineStar Plaza,2024-08-31 22:10:06
The Kick,Starlight Theatre,2024-09-07 13:29:27
Freakonomics,Silver Screen Cinema,2024-09-07 03:27:01
Beloved,Regal Cinema,2024-09-06 02:20:47
Belle,Silver Screen Cinema,2024-09-18 23:34:38
Adam,Galaxy Cinema,2024-09-06 12:07:10
Barney's Version,CineLux,2024-09-12 23:06:45
No Strings Attached,Silver Screen Cinema,2024-09-05 08:33:29
Zookeeper,CineLux,2024-09-04 15:39:44
Ferris Bueller's Day Off,Starlight Theatre,2024-09-02 05:53:59
Slumdog Millionaire,Regal Cinema,2024-09-21 18:27:38
Breakfast on Pluto,Grand View Cinema,2024-09-04 21:17:35
On Her Majesty's Secret Service,Silver Screen Cinema,2024-09-22 17:27:46
Scoop,Silver Screen Cinema,2024-09-08 07:15:33
Kill Switch,CineLux,2024-08-30 19:04:55
White Men Can't Jump,CineStar Plaza,2024-09-17 00:03:23
Son of Rambow,Silver Screen Cinema,2024-08-29 07:25:32
Tower Heist,Regal Cinema,2024-09-05 01:03:00
Speed Racer,Riviera Cinema,2024-08-31 02:28:28
Amateur,CineLux,2024-09-09 05:20:27
Dance of the Dead,CineStar Plaza,2024-09-05 08:06:39
Child's Play,Starlight Theatre,2024-09-26 20:55:46
In Too Deep,Silver Screen Cinema,2024-09-03 23:44:53
Looking for Eric,Starlight Theatre,2024-09-02 23:55:03
Taking Woodstock,Galaxy Cinema,2024-09-19 21:22:37
Demonic,Regal Cinema,2024-09-17 00:32:46
Too Big to Fail,Regal Cinema,2024-09-23 03:05:54
Wolf Creek 2,Riviera Cinema,2024-09-10 22:34:56
In the Heart of the Sea,Silver Screen Cinema,2024-09-21 20:26:57
Act of Valor,Starlight Theatre,2024-09-15 19:19:20
Imagine Me & You,CineStar Plaza,2024-08-30 04:18:45
Dreamcatcher,Grand View Cinema,2024-09-06 02:59:52
The Great Gatsby,Silver Screen Cinema,2024-09-16 06:50:37
Anonymous,Regal Cinema,2024-09-07 02:16:01
Raze,CineLux,2024-09-22 13:08:10
Travellers and Magicians,CineLux,2024-09-15 06:24:15
Kabluey,CineLux,2024-09-17 12:53:07
Percy Jackson: Sea of Monsters,Galaxy Cinema,2024-09-20 09:33:29
Get a Horse!,Riviera Cinema,2024-09-21 20:50:59
Grand Isle,Galaxy Cinema,2024-09-10 11:11:56
Salt of the Earth,Grand View Cinema,2024-09-10 09:34:28
Bucky Larson: Born to Be a Star,CineStar Plaza,2024-08-30 12:54:03
Art and Craft,Silver Screen Cinema,2024-09-13 20:09:21
Run,CineStar Plaza,2024-09-02 09:28:28
Shoot the Moon,CineLux,2024-09-26 04:13:57
You Don't Mess with the Zohan,CineLux,2024-09-08 22:33:52
Bound,Silver Screen Cinema,2024-09-18 00:24:58
Game Change,CineLux,2024-09-03 14:43:47
Let's Scare Jessica to Death,Silver Screen Cinema,2024-09-17 15:40:22
Backdraft,Grand View Cinema,2024-09-15 06:09:39
Jumping the Broom,CineStar Plaza,2024-08-30 18:44:37
Sordid Lives,CineLux,2024-09-12 00:50:01
Sushi Girl,CineLux,2024-09-22 19:21:39
Incendies,Silver Screen Cinema,2024-09-04 14:25:24
Call Me Kuchu,Galaxy Cinema,2024-09-13 02:52:53
Seabiscuit,Galaxy Cinema,2024-08-31 22:29:37
No One Lives,CineStar Plaza,2024-09-15 21:47:00
Star Trek VI: The Undiscovered Country,Riviera Cinema,2024-09-24 06:45:29
It's Complicated,CineLux,2024-09-15 02:25:06
All the Boys Love Mandy Lane,CineStar Plaza,2024-09-21 02:21:56
Body of Lies,CineLux,2024-09-09 12:05:09
Despicable Me,Starlight Theatre,2024-09-18 06:02:49
Teen Beach Movie,Regal Cinema,2024-09-03 03:54:12
Frequently Asked Questions About Time Travel,CineStar Plaza,2024-09-14 11:40:31
Capote,Riviera Cinema,2024-09-10 20:46:33
A Second Chance,CineStar Plaza,2024-09-05 23:24:50
Survival of the Dead,CineLux,2024-08-30 02:15:12
Keyhole,Regal Cinema,2024-09-04 22:27:01
Superman Returns,Starlight Theatre,2024-09-16 16:36:01
Sniper 2,Riviera Cinema,2024-09-21 16:17:19
Grabbers,Riviera Cinema,2024-09-04 22:27:55
Exposed,Galaxy Cinema,2024-09-20 10:55:21
White Bird in a Blizzard,Starlight Theatre,2024-09-22 14:02:34
Crank: High Voltage,Starlight Theatre,2024-09-26 01:30:19
Woodstock,CineStar Plaza,2024-09-19 06:07:12
Knowing,CineLux,2024-09-03 18:22:00
No Mercy,Riviera Cinema,2024-09-18 16:10:41
Fast Food Nation,CineStar Plaza,2024-09-23 19:40:08
My Name Is Bruce,CineLux,2024-09-10 22:24:08
Indie Game: The Movie,Galaxy Cinema,2024-09-02 06:18:04
Van Diemen's Land,CineLux,2024-09-15 20:45:07
Inhale,Riviera Cinema,2024-09-22 08:10:11
Salvation Boulevard,CineLux,2024-09-18 07:28:04
Bel Ami,Starlight Theatre,2024-09-06 04:14:16
Camouflage,CineLux,2024-09-07 17:47:40
The Raid,Regal Cinema,2024-09-14 13:26:55
Overlord,Starlight Theatre,2024-09-05 23:54:30
Fight Club,CineStar Plaza,2024-08-30 23:39:15
You Only Live Twice,Grand View Cinema,2024-09-02 23:13:44
Divergent,Riviera Cinema,2024-09-21 06:10:04
Spaceballs,Grand View Cinema,2024-09-06 08:15:55
Latter Days,CineStar Plaza,2024-09-14 14:00:29
Space Jam,Riviera Cinema,2024-09-04 07:06:29
Jupiter Ascending,Grand View Cinema,2024-09-05 11:35:32
Side by Side,CineStar Plaza,2024-09-20 09:06:46
Accepted,CineLux,2024-09-09 17:32:19
Star Trek III: The Search for Spock,Silver Screen Cinema,2024-09-14 07:43:42
How to Train Your Dragon 2,Starlight Theatre,2024-09-10 08:24:26
Sushi Girl,Starlight Theatre,2024-09-24 12:19:38
Happily Ever After,Grand View Cinema,2024-09-26 19:51:30
Exporting Raymond,Starlight Theatre,2024-09-18 03:17:08
Amer,CineLux,2024-09-08 05:43:41
Before Midnight,Grand View Cinema,2024-09-16 18:33:48
Guardians of the Galaxy,Riviera Cinema,2024-09-26 16:47:35
Extract,Silver Screen Cinema,2024-09-22 06:34:08
Bounty Killer,Galaxy Cinema,2024-09-12 15:47:03
Lifted,Starlight Theatre,2024-09-07 11:43:59
Lonely Hearts,Silver Screen Cinema,2024-09-19 10:58:39
Camp X-Ray,Galaxy Cinema,2024-09-21 15:11:05
Mars Needs Moms,CineStar Plaza,2024-09-05 14:08:17
Loving,CineStar Plaza,2024-09-13 05:14:53
Brothers,Grand View Cinema,2024-09-13 00:26:06
Dance with Me,Silver Screen Cinema,2024-09-14 18:09:47
Doctor Strange,Silver Screen Cinema,2024-09-03 11:47:04
I Spit on Your Grave,CineLux,2024-09-20 16:11:08
30 Days of Night: Dark Days,Regal Cinema,2024-09-07 08:36:47
These Amazing Shadows,Galaxy Cinema,2024-09-23 02:06:11
New Town Killers,Riviera Cinema,2024-09-16 00:11:35
Mystery Team,CineStar Plaza,2024-09-05 04:24:58
Outsourced,Regal Cinema,2024-09-08 12:10:53
Link,Grand View Cinema,2024-09-01 04:49:44
Molly,Galaxy Cinema,2024-09-09 03:09:12
Watchmen,Galaxy Cinema,2024-09-20 09:48:15
Eastern Promises,Silver Screen Cinema,2024-09-12 17:52:03
Courageous,Galaxy Cinema,2024-09-07 13:14:22
Austin Powers in Goldmember,CineStar Plaza,2024-09-14 11:59:45
Private Romeo,Grand View Cinema,2024-09-02 13:09:41
Why We Fight,Regal Cinema,2024-09-11 16:41:59
Cloudy with a Chance of Meatballs,CineLux,2024-09-01 11:31:24
Take Shelter,Riviera Cinema,2024-09-16 10:43:20
Jiro Dreams of Sushi,Silver Screen Cinema,2024-09-13 10:31:40
Half Nelson,CineStar Plaza,2024-09-19 10:03:22
Smokin' Aces,Regal Cinema,2024-09-23 14:24:23
Sweet Sweetback's Baadasssss Song,Galaxy Cinema,2024-09-15 11:47:41
Eastern Promises,Starlight Theatre,2024-09-07 22:00:35
Babysitter Wanted,Riviera Cinema,2024-08-30 04:46:12
Undertow,Silver Screen Cinema,2024-09-18 21:11:25
Interview,Starlight Theatre,2024-09-14 08:54:25
Terminator 3: Rise of the Machines,Regal Cinema,2024-09-17 00:16:45
My Way,CineLux,2024-09-06 21:34:38
Pina,CineLux,2024-09-15 04:55:42
My Best Friend's Girl,Regal Cinema,2024-09-21 19:17:06
Silver Linings Playbook,Galaxy Cinema,2024-09-01 22:30:36
Private Romeo,Riviera Cinema,2024-09-03 18:22:21
Take Shelter,Regal Cinema,2024-09-10 06:32:57
The Dark Horse,CineLux,2024-08-29 06:53:45
Little Man,Silver Screen Cinema,2024-09-07 01:45:17
Foxes,Galaxy Cinema,2024-09-20 10:17:28
Mouth to Mouth,CineLux,2024-08-30 14:31:21
Good Dick,Riviera Cinema,2024-09-26 04:19:07
Rock of Ages,Silver Screen Cinema,2024-09-07 09:50:16
The Lone Ranger,CineLux,2024-09-06 05:17:58
Flatliners,Regal Cinema,2024-09-25 15:44:15
Special,Grand View Cinema,2024-09-03 17:01:33
Vantage Point,Galaxy Cinema,2024-09-11 00:39:54
Foreign Letters,CineLux,2024-09-22 20:24:31
Evangelion: 3.0 You Can (Not) Redo,Starlight Theatre,2024-09-20 15:11:12
Hobo with a Shotgun,CineStar Plaza,2024-09-15 20:17:05
Trash Humpers,Regal Cinema,2024-09-22 23:05:47
Another Country,Silver Screen Cinema,2024-09-10 06:05:17
Memorial Day,CineStar Plaza,2024-09-20 02:22:40
Percy Jackson: Sea of Monsters,CineStar Plaza,2024-09-13 12:09:59
Indiana Jones and the Kingdom of the Crystal Skull,Regal Cinema,2024-09-17 18:54:54
Kingsman: The Secret Service,CineStar Plaza,2024-08-29 00:05:27
Backdraft,Silver Screen Cinema,2024-09-10 13:31:45
John Wick,Regal Cinema,2024-09-23 17:21:13
Ghost Rider: Spirit of Vengeance,Starlight Theatre,2024-09-06 09:38:31
Novocaine,Starlight Theatre,2024-09-09 05:15:39
Cars 2,Silver Screen Cinema,2024-09-15 02:54:04
Dog Pound,Starlight Theatre,2024-09-08 03:05:48
Basic Instinct,Galaxy Cinema,2024-09-09 02:17:24
This Is 40,Riviera Cinema,2024-09-18 19:35:55
Star Trek IV: The Voyage Home,Riviera Cinema,2024-09-21 22:32:39
'Twas the Night Before Christmas,Galaxy Cinema,2024-09-17 05:04:49
Hunter Prey,Regal Cinema,2024-09-23 01:31:05
Trash Humpers,Starlight Theatre,2024-09-09 06:45:20
Killing Them Softly,Regal Cinema,2024-09-20 06:13:57
21,Regal Cinema,2024-09-21 20:04:04
Angel Eyes,CineStar Plaza,2024-09-10 02:16:19
Tumbledown,CineLux,2024-09-01 20:32:24
City of Ember,CineStar Plaza,2024-09-05 17:26:22
Penguins of Madagascar,CineStar Plaza,2024-09-13 16:20:25
Luxo Jr.,Galaxy Cinema,2024-09-16 12:40:24
Bellflower,Riviera Cinema,2024-09-09 22:56:52
Shut Up and Play the Hits,Starlight Theatre,2024-09-22 16:00:23
Sunshine Cleaning,Riviera Cinema,2024-09-02 17:10:34
Abduction,Grand View Cinema,2024-09-23 05:05:01
StreetDance 3D,CineStar Plaza,2024-09-20 14:58:23
Cyrus,Silver Screen Cinema,2024-08-31 10:46:28
Whiplash,Galaxy Cinema,2024-09-08 10:10:20
Hero,Grand View Cinema,2024-09-16 10:32:05
This Is England,Starlight Theatre,2024-09-07 16:17:53
BloodRayne,Silver Screen Cinema,2024-09-18 23:08:39
Dark Shadows,Grand View Cinema,2024-08-29 06:09:36
Dr. No,Grand View Cinema,2024-08-31 07:44:23
Dark Star,CineLux,2024-09-07 20:01:18
Walk on Water,Grand View Cinema,2024-08-30 14:49:53
Get Low,Starlight Theatre,2024-09-22 08:47:25
I, Frankenstein,Galaxy Cinema,2024-09-05 22:26:49
Planet 51,Starlight Theatre,2024-09-12 13:53:56
Rings,Silver Screen Cinema,2024-09-10 01:00:48
On the Road,Grand View Cinema,2024-09-12 13:10:18
Alien,Grand View Cinema,2024-08-29 18:30:02
Tracker,Riviera Cinema,2024-09-25 13:23:07
Masquerade,Grand View Cinema,2024-09-05 14:46:50
Ceremony,CineLux,2024-09-26 09:55:38
Before Midnight,Regal Cinema,2024-09-14 18:40:37
Gone Baby Gone,Regal Cinema,2024-09-02 07:44:21
Ultramarines: A Warhammer 40,000 Movie,Silver Screen Cinema,2024-09-13 06:03:33
J. Edgar,Riviera Cinema,2024-09-25 07:28:44
Norbit,CineLux,2024-09-26 19:32:42
Waste Land,CineStar Plaza,2024-09-24 04:13:32
Batman: Under the Red Hood,Starlight Theatre,2024-08-29 14:46:42
Resident Evil: Retribution,Riviera Cinema,2024-09-25 18:43:52
The Reunion,Regal Cinema,2024-09-26 05:06:17
October Baby,CineLux,2024-09-11 17:08:28
XXY,Galaxy Cinema,2024-09-10 06:02:11
Insidious,Grand View Cinema,2024-09-06 20:36:33
Frida,CineStar Plaza,2024-09-22 21:51:53
Country Strong,Regal Cinema,2024-09-13 11:58:11
Harold & Kumar Escape from Guantanamo Bay,Regal Cinema,2024-09-04 19:53:54
Black & White & Sex,Regal Cinema,2024-09-25 14:07:37
Closer,Riviera Cinema,2024-09-26 09:13:54
Tomorrow Never Dies,CineStar Plaza,2024-09-03 13:33:23
Travelling Salesman,CineLux,2024-09-07 17:00:05
Siberia,Grand View Cinema,2024-09-06 14:26:14
Little Men,Regal Cinema,2024-09-10 17:51:18
August Rush,Galaxy Cinema,2024-09-23 20:46:44
Dumbo,Starlight Theatre,2024-09-26 20:40:28
Novocaine,Silver Screen Cinema,2024-09-16 12:02:16
Capote,Galaxy Cinema,2024-08-31 15:03:23
Teen Beach Movie,CineStar Plaza,2024-09-21 09:01:30
Magic Camp,CineStar Plaza,2024-09-17 11:45:20
Hop,Grand View Cinema,2024-09-25 17:48:09
Exposed,CineLux,2024-09-23 17:33:52
Trailer Park Boys: Countdown to Liquor Day,Galaxy Cinema,2024-09-15 03:44:11
Star Trek: Insurrection,Starlight Theatre,2024-09-13 15:24:34
Cocaine Cowboys,CineLux,2024-09-12 15:11:46
Black Water,CineStar Plaza,2024-09-17 07:32:40
Dumbo,Grand View Cinema,2024-09-22 12:06:29
Puss in Boots,Riviera Cinema,2024-09-08 02:59:51
Scott Pilgrim vs. the World,Grand View Cinema,2024-09-16 08:20:21
With Great Power: The Stan Lee Story,Regal Cinema,2024-09-24 22:10:20
Mouth to Mouth,Starlight Theatre,2024-09-19 14:00:03
The Lunchbox,Regal Cinema,2024-09-06 16:28:01
Saw VI,CineLux,2024-09-25 01:27:10
Shut Up and Play the Hits,CineLux,2024-09-10 16:03:27
Jesus,Starlight Theatre,2024-09-23 16:16:11
Foxcatcher,Starlight Theatre,2024-09-09 17:13:57
Blaze,CineLux,2024-09-09 17:42:30
Paper Man,Regal Cinema,2024-09-10 15:13:20
Persepolis,Silver Screen Cinema,2024-09-25 06:36:25
Anonymous,Silver Screen Cinema,2024-09-04 08:53:46
Untraceable,Riviera Cinema,2024-09-02 23:49:05
Alvin and the Chipmunks: The Squeakquel,CineStar Plaza,2024-09-03 16:38:08
Dragonlance: Dragons of Autumn Twilight,Silver Screen Cinema,2024-09-03 03:11:38
As Above, So Below,CineStar Plaza,2024-09-13 15:05:01
One Shot,Starlight Theatre,2024-09-22 22:46:30
Vantage Point,Riviera Cinema,2024-09-20 18:26:10
No Strings Attached,Silver Screen Cinema,2024-09-15 23:46:21
After Porn Ends,CineStar Plaza,2024-09-18 07:58:35
Short Term 12,Riviera Cinema,2024-09-03 20:08:32
Atlantis: Milo's Return,Grand View Cinema,2024-09-11 00:33:09
Frankenstein's Army,Silver Screen Cinema,2024-09-22 07:58:35
Miss Representation,Galaxy Cinema,2024-09-16 19:38:28
Cop Out,CineLux,2024-09-23 11:38:53
Selena,Galaxy Cinema,2024-09-23 18:34:14
Dante 01,Galaxy Cinema,2024-09-08 20:05:01
Fantastic Four,CineLux,2024-09-18 19:26:48
One Shot,Regal Cinema,2024-09-06 02:20:34
Pirates of the Caribbean: At World's End,Regal Cinema,2024-09-20 04:45:31
Wedding Daze,Starlight Theatre,2024-09-16 17:02:12
Coraline,CineLux,2024-09-04 23:10:20
Gnomeo & Juliet,Galaxy Cinema,2024-09-01 01:09:33
Stuart Little,Starlight Theatre,2024-09-10 07:30:38
Wendy and Lucy,Silver Screen Cinema,2024-09-21 03:29:03
Prisoners,CineLux,2024-09-01 06:07:27
Shrek,Starlight Theatre,2024-08-31 13:49:53
Just Visiting,Riviera Cinema,2024-09-26 04:01:59
Little Monsters,Silver Screen Cinema,2024-09-05 12:15:28
Lockout,Starlight Theatre,2024-09-03 16:28:14
What Doesn't Kill You,Grand View Cinema,2024-09-07 20:38:37
Quick Change,CineLux,2024-09-08 10:38:50
Sun Kissed,CineStar Plaza,2024-09-13 09:17:13
Religulous,CineLux,2024-09-14 18:58:53
Secretariat,Silver Screen Cinema,2024-09-21 23:21:17
Sky High,CineStar Plaza,2024-09-02 11:42:44
You Only Live Twice,Starlight Theatre,2024-09-18 06:07:21
Good Luck Chuck,Regal Cinema,2024-09-06 01:46:42
Lesbian Vampire Killers,CineLux,2024-08-30 04:34:03
Sunshine Cleaning,CineLux,2024-09-18 22:14:49
My Life in Ruins,Riviera Cinema,2024-09-07 06:29:07
MacGruber,Starlight Theatre,2024-09-18 23:10:06
Beyond the Lights,CineStar Plaza,2024-09-02 05:57:50
Camp X-Ray,Galaxy Cinema,2024-09-23 16:36:42
Paranormal Activity 3,Grand View Cinema,2024-09-16 07:11:58
8 Mile,Grand View Cinema,2024-09-22 22:08:59
Bridegroom,Grand View Cinema,2024-09-19 10:06:57
22 Jump Street,Silver Screen Cinema,2024-09-19 09:53:48
I Sell the Dead,Riviera Cinema,2024-09-19 17:15:11
English Vinglish,Regal Cinema,2024-08-29 04:13:13
Seabiscuit,Regal Cinema,2024-09-25 08:21:45
Women in Trouble,Riviera Cinema,2024-08-31 17:32:53
Night Catches Us,Galaxy Cinema,2024-09-17 07:03:19
S.W.A.T.,Starlight Theatre,2024-09-05 12:52:39
16 Acres,Regal Cinema,2024-09-14 14:18:37
Fido,Riviera Cinema,2024-09-04 16:31:10
Escape from Planet Earth,Galaxy Cinema,2024-09-01 11:50:40
Gran Torino,CineLux,2024-09-25 09:35:42
Transporter 3,CineLux,2024-09-02 22:22:06
E.T. the Extra-Terrestrial,Regal Cinema,2024-09-16 21:50:44
National Treasure: Book of Secrets,Grand View Cinema,2024-09-23 10:20:50
Tumbledown,Galaxy Cinema,2024-09-20 20:54:19
Birdy,Regal Cinema,2024-09-05 08:47:49
Miss Representation,CineLux,2024-08-31 01:33:15
The Great Gatsby,Galaxy Cinema,2024-09-21 08:57:58
Superman IV: The Quest for Peace,Silver Screen Cinema,2024-09-19 03:29:50
Fear Clinic,Riviera Cinema,2024-09-01 09:04:37
Obsessed,Grand View Cinema,2024-09-19 09:37:26
Spaceballs,CineLux,2024-09-14 10:46:46
YellowBrickRoad,CineLux,2024-09-21 12:44:13
Miami Connection,CineStar Plaza,2024-09-16 05:57:03
John Dies at the End,CineLux,2024-09-25 13:26:52
Antichrist,CineStar Plaza,2024-09-16 22:06:42
A Merry Friggin' Christmas,Riviera Cinema,2024-08-31 08:56:39
Hackers,Silver Screen Cinema,2024-09-04 07:57:42
Captain America: The First Avenger,Grand View Cinema,2024-09-06 21:41:30
Sherlock Holmes: A Game of Shadows,Riviera Cinema,2024-09-21 02:29:41
Eraser,Galaxy Cinema,2024-09-12 19:40:29
Rambo: First Blood Part II,Galaxy Cinema,2024-08-31 05:43:34
Postal,Riviera Cinema,2024-09-06 07:38:36
Bullitt,Silver Screen Cinema,2024-09-16 04:14:25
Barney's Version,Grand View Cinema,2024-09-05 11:18:48
I Spit on Your Grave 2,Silver Screen Cinema,2024-09-23 16:51:14
First Sunday,Riviera Cinema,2024-09-20 21:47:20
This Means War,Starlight Theatre,2024-09-17 16:15:11
Imaginary Heroes,Regal Cinema,2024-09-13 20:43:19
All the Boys Love Mandy Lane,Silver Screen Cinema,2024-09-08 03:33:42
Semi-Pro,Regal Cinema,2024-09-22 14:20:17
Hangman's Curse,Silver Screen Cinema,2024-09-14 18:42:29
Scooby-Doo 2: Monsters Unleashed,CineLux,2024-09-16 15:31:28
Fall,CineStar Plaza,2024-09-14 23:11:44
Page One: Inside the New York Times,Silver Screen Cinema,2024-09-23 02:49:21
Restrepo,Regal Cinema,2024-09-17 16:22:47
Passion,CineStar Plaza,2024-09-16 07:24:03
Space Milkshake,Regal Cinema,2024-09-24 13:39:17
Camp X-Ray,Riviera Cinema,2024-09-15 03:38:17
Witch Hunt,CineStar Plaza,2024-09-25 19:06:52
Exporting Raymond,Grand View Cinema,2024-09-17 19:03:00
Ceremony,CineLux,2024-09-03 04:07:09
Tomorrow Never Dies,CineLux,2024-09-16 21:58:38
The Kingdom of Dreams and Madness,Starlight Theatre,2024-09-06 08:30:38
Closer,Starlight Theatre,2024-09-21 16:10:05
Little Man,CineStar Plaza,2024-09-20 08:29:52
Ruby Sparks,Regal Cinema,2024-09-03 00:17:33
The Infinite Man,CineLux,2024-09-14 05:57:44
Leaving Las Vegas,Galaxy Cinema,2024-09-20 16:01:18
King of California,Starlight Theatre,2024-09-20 07:41:26
X-Men Origins: Wolverine,Grand View Cinema,2024-09-13 13:06:16
Tower Heist,Galaxy Cinema,2024-09-17 06:35:45
Touchy Feely,CineStar Plaza,2024-09-03 23:46:33
Shrek 2,Silver Screen Cinema,2024-09-08 14:44:16
Nightcrawler,Silver Screen Cinema,2024-09-15 16:30:23
Undiscovered,Riviera Cinema,2024-09-17 08:27:16
Frankenweenie,CineLux,2024-09-24 04:01:32
No Good Deed,Grand View Cinema,2024-09-08 07:44:28
Bambi,Grand View Cinema,2024-09-07 03:18:02
Repo! The Genetic Opera,Grand View Cinema,2024-09-24 18:07:34
Kill Switch,CineLux,2024-09-25 16:05:50
Wild America,Galaxy Cinema,2024-08-31 20:13:10
Happy Feet Two,Starlight Theatre,2024-09-21 13:04:15
Elektra,Regal Cinema,2024-09-15 15:34:36
Hitman,CineStar Plaza,2024-09-22 09:22:14
ParaNorman,Galaxy Cinema,2024-09-20 17:23:20
Stonehearst Asylum,CineLux,2024-09-16 16:37:36
Den enskilde medborgaren,Grand View Cinema,2024-09-01 09:14:57
Pete's Dragon,CineStar Plaza,2024-09-10 19:09:16
Evangelion: 3.0 You Can (Not) Redo,Silver Screen Cinema,2024-09-09 15:32:38
Paranormal Activity,Silver Screen Cinema,2024-09-05 03:33:05
Tabu,Regal Cinema,2024-09-21 05:42:12
City of Industry,Galaxy Cinema,2024-09-21 08:32:45
My Little Pony: Equestria Girls,Regal Cinema,2024-09-25 04:05:20
Powder Blue,Regal Cinema,2024-09-18 11:26:52
Once,Grand View Cinema,2024-09-09 23:32:19
Edmond,Silver Screen Cinema,2024-09-26 21:19:47
Mudhoney,Starlight Theatre,2024-09-10 20:49:34
Ferris Bueller's Day Off,Grand View Cinema,2024-09-14 02:53:14
Battle in Seattle,Regal Cinema,2024-09-26 13:08:58
K-PAX,Galaxy Cinema,2024-09-09 08:32:19
